2,Spring 2017,SS122,English Composition,3,C+,2.33,3.59,3.66,0
2,Spring 2017,EE227,Digital Logic Design,3,A,4,3.59,3.66,0
3,Fall 2016,SL101,English Language Lab,1,B+,3.33,2.9,2.9,0
3,Fall 2016,EE182,Basic Electronics,3,B-,2.67,2.9,2.9,0
3,Fall 2016,CS118,Programming Fundamentals,3,B-,2.67,2.9,2.9,0
3,Fall 2016,SS101,English Language,3,B+,3.33,2.9,2.9,0
3,Fall 2016,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.9,2.9,0
3,Fall 2016,MT104,Linear Algebra,3,B+,3.33,2.9,2.9,0
3,Fall 2016,CL118,Programming Fundamentals - Lab,1,B,3,2.9,2.9,0
3,Fall 2017,CS201,Data Structures,3,B+,3.33,2.73,3.05,0
3,Spring 2017,SS111,Islamic and Religious Studies,3,B,3,3.51,3.21,0
3,Spring 2017,SS122,English Composition,3,A,4,3.51,3.21,0
3,Spring 2017,MT224,Differential Equations (Cal II),3,B,3,3.51,3.21,0
3,Spring 2017,CL217,Computer Programming Lab,1,A-,3.67,3.51,3.21,0
3,Spring 2017,EE227,Digital Logic Design,3,A-,3.67,3.51,3.21,0
3,Spring 2017,EL227,Digital Logic Design - Lab,1,B,3,3.51,3.21,0
3,Spring 2017,CS217,Computer Programming,3,A,4,3.51,3.21,0
4,Fall 2016,MT104,Linear Algebra,3,F,0,1.22,1.22,2
4,Fall 2016,CS118,Programming Fundamentals,3,D,1,1.22,1.22,2
4,Fall 2016,CL118,Programming Fundamentals - Lab,1,B,3,1.22,1.22,2
4,Fall 2016,SL101,English Language Lab,1,A-,3.67,1.22,1.22,2
4,Fall 2016,SS101,English Language,3,B-,2.67,1.22,1.22,2
4,Fall 2016,MT119,Calculus and Analytical Geometry,3,D,1,1.22,1.22,2
4,Fall 2016,EE182,Basic Electronics,3,F,0,1.22,1.22,2
4,Spring 2017,EL227,Digital Logic Design - Lab,1,B+,3.33,1.24,1.52,2
4,Spring 2017,EE182,Basic Electronics,3,D,1,1.24,1.52,2
4,Spring 2017,EE227,Digital Logic Design,3,C,2,1.24,1.52,2
4,Spring 2017,MT104,Linear Algebra,3,D,1,1.24,1.52,2
4,Spring 2017,CS217,Computer Programming,3,F,0,1.24,1.52,2
4,Spring 2017,CL217,Computer Programming Lab,1,C,2,1.24,1.52,2
5,Fall 2016,MT104,Linear Algebra,3,F,0,1.33,1.33,2
5,Fall 2016,CL118,Programming Fundamentals - Lab,1,F,0,1.33,1.33,2
5,Fall 2016,CS118,Programming Fundamentals,3,F,0,1.33,1.33,2
5,Fall 2016,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.33,1.33,2
5,Fall 2016,SS101,English Language,3,A,4,1.33,1.33,2
5,Fall 2016,SL101,English Language Lab,1,A-,3.67,1.33,1.33,2
5,Fall 2016,EE182,Basic Electronics,3,D,1,1.33,1.33,2
5,Spring 2017,MT104,Linear Algebra,3,C-,1.67,1.62,1.89,2
5,Spring 2017,SS122,English Composition,3,B+,3.33,1.62,1.89,2
5,Spring 2017,EE227,Digital Logic Design,3,C-,1.67,1.62,1.89,2
5,Spring 2017,CS118,Programming Fundamentals,3,F,0,1.62,1.89,2
5,Spring 2017,EL227,Digital Logic Design - Lab,1,D,1,1.62,1.89,2
5,Spring 2017,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.62,1.89,2
6,Fall 2016,EE182,Basic Electronics,3,L1,0,0,0,1
6,Fall 2016,CS118,Programming Fundamentals,3,L1,0,0,0,1
6,Fall 2016,MT104,Linear Algebra,3,L1,0,0,0,1
6,Fall 2016,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
6,Fall 2016,SL101,English Language Lab,1,L1,0,0,0,1
6,Fall 2016,SS101,English Language,3,L1,0,0,0,1
6,Fall 2016,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
7,Fall 2016,CS118,Programming Fundamentals,3,L1,0,0,0,1
7,Fall 2016,SS101,English Language,3,L1,0,0,0,1
7,Fall 2016,SL101,English Language Lab,1,L1,0,0,0,1
7,Fall 2016,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
7,Fall 2016,MT104,Linear Algebra,3,L1,0,0,0,1
7,Fall 2016,EE182,Basic Electronics,3,L1,0,0,0,1
7,Fall 2016,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
8,Fall 2016,SL101,English Language Lab,1,B+,3.33,2.37,2.37,0
8,Fall 2016,CL118,Programming Fundamentals - Lab,1,A,4,2.37,2.37,0
8,Fall 2016,SS101,English Language,3,A-,3.67,2.37,2.37,0
8,Fall 2016,EE182,Basic Electronics,3,C-,1.67,2.37,2.37,0
8,Fall 2016,MT104,Linear Algebra,3,C-,1.67,2.37,2.37,0
8,Fall 2016,MT119,Calculus and Analytical Geometry,3,D+,1.33,2.37,2.37,0
8,Fall 2016,CS118,Programming Fundamentals,3,B-,2.67,2.37,2.37,0
8,Fall 2017,CS201,Data Structures,3,F,0,0.33,1.84,0
8,Spring 2017,SS122,English Composition,3,B+,3.33,1,1.69,0
8,Spring 2017,SS113,Pakistan Studies,3,F,0,1,1.69,0
8,Spring 2017,MT224,Differential Equations (Cal II),3,F,0,1,1.69,0
8,Spring 2017,CL217,Computer Programming Lab,1,D+,1.33,1,1.69,0
8,Spring 2017,CS217,Computer Programming,3,D,1,1,1.69,0
8,Spring 2017,EE227,Digital Logic Design,3,F,0,1,1.69,0
8,Spring 2017,EL227,Digital Logic Design - Lab,1,B-,2.67,1,1.69,0
9,Fall 2016,MT104,Linear Algebra,3,L1,0,0,0,1
9,Fall 2016,CS118,Programming Fundamentals,3,L1,0,0,0,1
9,Fall 2016,EE182,Basic Electronics,3,L1,0,0,0,1
9,Fall 2016,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
9,Fall 2016,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
9,Fall 2016,SS101,English Language,3,L1,0,0,0,1
9,Fall 2016,SL101,English Language Lab,1,L1,0,0,0,1
10,Fall 2016,MT104,Linear Algebra,3,D+,1.33,1.22,1.22,0
10,Fall 2016,SL101,English Language Lab,1,D,1,1.22,1.22,0
10,Fall 2016,CS118,Programming Fundamentals,3,C-,1.67,1.22,1.22,0
10,Fall 2016,SS101,English Language,3,C,2,1.22,1.22,0
10,Fall 2016,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.22,1.22,0
10,Fall 2016,MT119,Calculus and Analytical Geometry,3,D,1,1.22,1.22,0
10,Fall 2016,EE182,Basic Electronics,3,F,0,1.22,1.22,0
10,Fall 2017,CS201,Data Structures,3,F,0,1.44,1.87,0
10,Spring 2017,SS113,Pakistan Studies,3,W,0,2.53,1.92,0
10,Spring 2017,CS217,Computer Programming,3,C-,1.67,2.53,1.92,0
10,Spring 2017,EE182,Basic Electronics,3,B-,2.67,2.53,1.92,0
10,Spring 2017,CL217,Computer Programming Lab,1,C+,2.33,2.53,1.92,0
10,Spring 2017,MT224,Differential Equations (Cal II),3,B+,3.33,2.53,1.92,0
11,Fall 2016,EE182,Basic Electronics,3,A+,4,3.84,3.84,0
11,Fall 2016,MT119,Calculus and Analytical Geometry,3,A,4,3.84,3.84,0
11,Fall 2016,MT104,Linear Algebra,3,A-,3.67,3.84,3.84,0
11,Fall 2016,CS118,Programming Fundamentals,3,A+,4,3.84,3.84,0
11,Fall 2016,SS101,English Language,3,A-,3.67,3.84,3.84,0
11,Fall 2016,CL118,Programming Fundamentals - Lab,1,A+,4,3.84,3.84,0
11,Fall 2016,SL101,English Language Lab,1,B+,3.33,3.84,3.84,0
11,Fall 2017,CS201,Data Structures,3,A+,4,3.79,3.81,0
11,Spring 2017,EL227,Digital Logic Design - Lab,1,A-,3.67,3.8,3.82,0
11,Spring 2017,MT224,Differential Equations (Cal II),3,A+,4,3.8,3.82,0
11,Spring 2017,SS122,English Composition,3,B+,3.33,3.8,3.82,0
11,Spring 2017,SS113,Pakistan Studies,3,A-,3.67,3.8,3.82,0
11,Spring 2017,EE227,Digital Logic Design,3,A+,4,3.8,3.82,0
11,Spring 2017,CS217,Computer Programming,3,A,4,3.8,3.82,0
11,Spring 2017,CL217,Computer Programming Lab,1,A+,4,3.8,3.82,0
12,Fall 2016,SL101,English Language Lab,1,B+,3.33,1.84,1.84,0
12,Fall 2016,MT119,Calculus and Analytical Geometry,3,C,2,1.84,1.84,0
12,Fall 2016,CS118,Programming Fundamentals,3,F,0,1.84,1.84,0
12,Fall 2016,CL118,Programming Fundamentals - Lab,1,F,0,1.84,1.84,0
12,Fall 2016,SS101,English Language,3,A-,3.67,1.84,1.84,0
12,Fall 2016,MT104,Linear Algebra,3,C+,2.33,1.84,1.84,0
12,Fall 2016,EE182,Basic Electronics,3,D+,1.33,1.84,1.84,0
12,Spring 2017,MT224,Differential Equations (Cal II),3,B,3,2.59,2.64,0
12,Spring 2017,SS122,English Composition,3,B,3,2.59,2.64,0
12,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.59,2.64,0
12,Spring 2017,CS118,Programming Fundamentals,3,C,2,2.59,2.64,0
12,Spring 2017,CL118,Programming Fundamentals - Lab,1,F,0,2.59,2.64,0
12,Spring 2017,EE227,Digital Logic Design,3,C,2,2.59,2.64,0
12,Spring 2017,EE182,Basic Electronics,3,A,4,2.59,2.64,0
13,Fall 2016,EE182,Basic Electronics,3,A,4,2.92,2.92,0
13,Fall 2016,CL118,Programming Fundamentals - Lab,1,B,3,2.92,2.92,0
13,Fall 2016,CS118,Programming Fundamentals,3,C-,1.67,2.92,2.92,0
13,Fall 2016,SS111,Islamic and Religious Studies,3,B+,3.33,2.92,2.92,0
13,Fall 2016,SS101,English Language,3,A-,3.67,2.92,2.92,0
13,Fall 2016,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.92,2.92,0
13,Fall 2016,SL101,English Language Lab,1,A-,3.67,2.92,2.92,0
13,Fall 2017,CS201,Data Structures,3,B,3,2.75,2.82,0
13,Spring 2017,CL217,Computer Programming Lab,1,D,1,2.78,2.85,0
13,Spring 2017,EL227,Digital Logic Design - Lab,1,B+,3.33,2.78,2.85,0
13,Spring 2017,CS217,Computer Programming,3,B,3,2.78,2.85,0
13,Spring 2017,SS113,Pakistan Studies,3,A,4,2.78,2.85,0
13,Spring 2017,MT224,Differential Equations (Cal II),3,C,2,2.78,2.85,0
13,Spring 2017,EE227,Digital Logic Design,3,C,2,2.78,2.85,0
13,Spring 2017,SS122,English Composition,3,B+,3.33,2.78,2.85,0
14,Fall 2016,SS101,English Language,3,B,3,1.29,1.29,0
14,Fall 2016,SL101,English Language Lab,1,B,3,1.29,1.29,0
14,Fall 2016,EE182,Basic Electronics,3,F,0,1.29,1.29,0
14,Fall 2016,MT104,Linear Algebra,3,C-,1.67,1.29,1.29,0
14,Fall 2016,MT119,Calculus and Analytical Geometry,3,D,1,1.29,1.29,0
14,Fall 2016,CS118,Programming Fundamentals,3,F,0,1.29,1.29,0
14,Fall 2016,CL118,Programming Fundamentals - Lab,1,C,2,1.29,1.29,0
14,Spring 2017,SS111,Islamic and Religious Studies,3,C,2,1.92,2.1,0
14,Spring 2017,EE182,Basic Electronics,3,B,3,1.92,2.1,0
14,Spring 2017,MT119,Calculus and Analytical Geometry,3,D,1,1.92,2.1,0
14,Spring 2017,CL118,Programming Fundamentals - Lab,1,C,2,1.92,2.1,0
14,Spring 2017,CS118,Programming Fundamentals,3,C-,1.67,1.92,2.1,0
15,Fall 2016,EE182,Basic Electronics,3,L1,0,0,0,1
15,Fall 2016,SS101,English Language,3,L1,0,0,0,1
15,Fall 2016,MT104,Linear Algebra,3,L1,0,0,0,1
15,Fall 2016,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
15,Fall 2016,CS118,Programming Fundamentals,3,L1,0,0,0,1
15,Fall 2016,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
15,Fall 2016,SL101,English Language Lab,1,L1,0,0,0,1
16,Fall 2016,EE182,Basic Electronics,3,A+,4,3.94,3.94,0
16,Fall 2016,MT104,Linear Algebra,3,A+,4,3.94,3.94,0
16,Fall 2016,CL118,Programming Fundamentals - Lab,1,A+,4,3.94,3.94,0
16,Fall 2016,CS118,Programming Fundamentals,3,A,4,3.94,3.94,0
16,Fall 2016,SL101,English Language Lab,1,A,4,3.94,3.94,0
16,Fall 2016,SS101,English Language,3,A+,4,3.94,3.94,0
16,Fall 2016,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.94,3.94,0
16,Fall 2017,CS201,Data Structures,3,A-,3.67,3.81,3.9,0
16,Spring 2017,EL227,Digital Logic Design - Lab,1,A+,4,3.94,3.94,0
16,Spring 2017,CL217,Computer Programming Lab,1,A+,4,3.94,3.94,0
16,Spring 2017,EE227,Digital Logic Design,3,A-,3.67,3.94,3.94,0
16,Spring 2017,SS111,Islamic and Religious Studies,3,A,4,3.94,3.94,0
16,Spring 2017,CS217,Computer Programming,3,A,4,3.94,3.94,0
16,Spring 2017,SS122,English Composition,3,A,4,3.94,3.94,0
16,Spring 2017,MT224,Differential Equations (Cal II),3,A,4,3.94,3.94,0
17,Fall 2016,CL118,Programming Fundamentals - Lab,1,C+,2.33,3.21,3.21,0
17,Fall 2016,CS118,Programming Fundamentals,3,D,1,3.21,3.21,0
17,Fall 2016,SL101,English Language Lab,1,B+,3.33,3.21,3.21,0
17,Fall 2016,MT104,Linear Algebra,3,A,4,3.21,3.21,0
17,Fall 2016,EE182,Basic Electronics,3,A,4,3.21,3.21,0
17,Fall 2016,MT119,Calculus and Analytical Geometry,3,A,4,3.21,3.21,0
17,Fall 2016,SS101,English Language,3,B+,3.33,3.21,3.21,0
17,Fall 2017,CS201,Data Structures,3,B+,3.33,3.29,3.31,0
17,Spring 2017,CL217,Computer Programming Lab,1,B,3,2.94,3.08,0
17,Spring 2017,CS217,Computer Programming,3,D+,1.33,2.94,3.08,0
17,Spring 2017,MT224,Differential Equations (Cal II),3,A,4,2.94,3.08,0
17,Spring 2017,EE227,Digital Logic Design,3,A,4,2.94,3.08,0
17,Spring 2017,SS111,Islamic and Religious Studies,3,B+,3.33,2.94,3.08,0
17,Spring 2017,SS122,English Composition,3,C-,1.67,2.94,3.08,0
17,Spring 2017,EL227,Digital Logic Design - Lab,1,A,4,2.94,3.08,0
18,Fall 2016,SS101,English Language,3,B+,3.33,2.72,2.72,0
18,Fall 2016,EE182,Basic Electronics,3,C+,2.33,2.72,2.72,0
18,Fall 2016,SL101,English Language Lab,1,B-,2.67,2.72,2.72,0
18,Fall 2016,MT104,Linear Algebra,3,B-,2.67,2.72,2.72,0
18,Fall 2016,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.72,2.72,0
18,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.72,2.72,0
18,Fall 2016,CS118,Programming Fundamentals,3,C+,2.33,2.72,2.72,0
18,Fall 2017,CS201,Data Structures,3,C+,2.33,2.23,2.35,0
18,Spring 2017,CL217,Computer Programming Lab,1,C-,1.67,2.1,2.41,0
18,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.1,2.41,0
18,Spring 2017,CS217,Computer Programming,3,D+,1.33,2.1,2.41,0
18,Spring 2017,SS111,Islamic and Religious Studies,3,C+,2.33,2.1,2.41,0
18,Spring 2017,SS122,English Composition,3,C,2,2.1,2.41,0
18,Spring 2017,MT224,Differential Equations (Cal II),3,B-,2.67,2.1,2.41,0
18,Spring 2017,EE227,Digital Logic Design,3,C+,2.33,2.1,2.41,0
19,Fall 2016,SL101,English Language Lab,1,A,4,3.51,3.51,0
19,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.51,3.51,0
19,Fall 2016,MT104,Linear Algebra,3,B+,3.33,3.51,3.51,0
19,Fall 2016,SS101,English Language,3,A,4,3.51,3.51,0
19,Fall 2016,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.51,3.51,0
19,Fall 2016,EE182,Basic Electronics,3,B+,3.33,3.51,3.51,0
19,Fall 2016,CS118,Programming Fundamentals,3,B+,3.33,3.51,3.51,0
19,Fall 2017,CS201,Data Structures,3,B+,3.33,3.54,3.36,0
19,Spring 2017,CL217,Computer Programming Lab,1,C,2,3.04,3.27,0
19,Spring 2017,EE227,Digital Logic Design,3,A-,3.67,3.04,3.27,0
19,Spring 2017,MT224,Differential Equations (Cal II),3,B,3,3.04,3.27,0
19,Spring 2017,SS111,Islamic and Religious Studies,3,A,4,3.04,3.27,0
19,Spring 2017,EL227,Digital Logic Design - Lab,1,C-,1.67,3.04,3.27,0
19,Spring 2017,CS217,Computer Programming,3,D+,1.33,3.04,3.27,0
19,Spring 2017,SS122,English Composition,3,A,4,3.04,3.27,0
20,Fall 2016,SS101,English Language,3,A,4,3.74,3.74,0
20,Fall 2016,MT104,Linear Algebra,3,A,4,3.74,3.74,0
20,Fall 2016,EE182,Basic Electronics,3,A+,4,3.74,3.74,0
20,Fall 2016,CS118,Programming Fundamentals,3,B+,3.33,3.74,3.74,0
20,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.74,3.74,0
20,Fall 2016,SL101,English Language Lab,1,A,4,3.74,3.74,0
20,Fall 2016,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.74,3.74,0
20,Fall 2017,CS201,Data Structures,3,A-,3.67,3.88,3.83,0
20,Spring 2017,CL217,Computer Programming Lab,1,A,4,3.86,3.8,0
20,Spring 2017,MT224,Differential Equations (Cal II),3,A,4,3.86,3.8,0
20,Spring 2017,EL227,Digital Logic Design - Lab,1,A-,3.67,3.86,3.8,0
20,Spring 2017,EE227,Digital Logic Design,3,A+,4,3.86,3.8,0
20,Spring 2017,CS217,Computer Programming,3,A,4,3.86,3.8,0
20,Spring 2017,SS122,English Composition,3,A-,3.67,3.86,3.8,0
20,Spring 2017,SS113,Pakistan Studies,3,A-,3.67,3.86,3.8,0
21,Fall 2016,SS101,English Language,3,L1,0,0,0,1
21,Fall 2016,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
21,Fall 2016,MT104,Linear Algebra,3,L1,0,0,0,1
21,Fall 2016,SL101,English Language Lab,1,L1,0,0,0,1
21,Fall 2016,EE182,Basic Electronics,3,L1,0,0,0,1
21,Fall 2016,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
21,Fall 2016,CS118,Programming Fundamentals,3,L1,0,0,0,1
22,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.29,2.29,0
22,Fall 2016,EE182,Basic Electronics,3,D+,1.33,2.29,2.29,0
22,Fall 2016,MT104,Linear Algebra,3,B,3,2.29,2.29,0
22,Fall 2016,CL118,Programming Fundamentals - Lab,1,F,0,2.29,2.29,0
22,Fall 2016,CS118,Programming Fundamentals,3,F,0,2.29,2.29,0
22,Fall 2016,SL101,English Language Lab,1,A,4,2.29,2.29,0
22,Fall 2016,SS101,English Language,3,A,4,2.29,2.29,0
22,Fall 2017,CS201,Data Structures,3,B-,2.67,2.48,2.76,0
22,Spring 2017,MT224,Differential Equations (Cal II),3,B+,3.33,2.82,2.9,0
22,Spring 2017,EL227,Digital Logic Design - Lab,1,B,3,2.82,2.9,0
22,Spring 2017,CL118,Programming Fundamentals - Lab,1,C,2,2.82,2.9,0
22,Spring 2017,CS118,Programming Fundamentals,3,C+,2.33,2.82,2.9,0
22,Spring 2017,SS111,Islamic and Religious Studies,3,B-,2.67,2.82,2.9,0
22,Spring 2017,SS122,English Composition,3,B+,3.33,2.82,2.9,0
22,Spring 2017,EE227,Digital Logic Design,3,B-,2.67,2.82,2.9,0
23,Fall 2016,MT119,Calculus and Analytical Geometry,3,C,2,2.16,2.16,0
23,Fall 2016,EE182,Basic Electronics,3,D,1,2.16,2.16,0
23,Fall 2016,CS118,Programming Fundamentals,3,D+,1.33,2.16,2.16,0
23,Fall 2016,SS101,English Language,3,A,4,2.16,2.16,0
23,Fall 2016,MT104,Linear Algebra,3,C,2,2.16,2.16,0
23,Fall 2016,SL101,English Language Lab,1,A-,3.67,2.16,2.16,0
23,Fall 2016,CL118,Programming Fundamentals - Lab,1,C,2,2.16,2.16,0
23,Fall 2017,CS201,Data Structures,3,C,2,2.27,2.19,0
23,Spring 2017,SS111,Islamic and Religious Studies,3,B+,3.33,2.16,2.16,0
23,Spring 2017,EE227,Digital Logic Design,3,C,2,2.16,2.16,0
23,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.16,2.16,0
23,Spring 2017,CS217,Computer Programming,3,C-,1.67,2.16,2.16,0
23,Spring 2017,SS122,English Composition,3,A,4,2.16,2.16,0
23,Spring 2017,CL217,Computer Programming Lab,1,C-,1.67,2.16,2.16,0
23,Spring 2017,MT224,Differential Equations (Cal II),3,F,0,2.16,2.16,0
24,Fall 2016,MT104,Linear Algebra,3,B+,3.33,3.08,3.08,0
24,Fall 2016,EE182,Basic Electronics,3,C+,2.33,3.08,3.08,0
24,Fall 2016,SL101,English Language Lab,1,A,4,3.08,3.08,0
24,Fall 2016,MT119,Calculus and Analytical Geometry,3,B-,2.67,3.08,3.08,0
24,Fall 2016,CS118,Programming Fundamentals,3,B-,2.67,3.08,3.08,0
24,Fall 2016,SS101,English Language,3,A,4,3.08,3.08,0
24,Fall 2016,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.08,3.08,0
24,Fall 2017,CS201,Data Structures,3,B,3,2.75,2.81,0
24,Spring 2017,CS217,Computer Programming,3,C,2,2.61,2.84,0
24,Spring 2017,CL217,Computer Programming Lab,1,C,2,2.61,2.84,0
24,Spring 2017,MT224,Differential Equations (Cal II),3,C,2,2.61,2.84,0
24,Spring 2017,SS122,English Composition,3,A-,3.67,2.61,2.84,0
24,Spring 2017,EL227,Digital Logic Design - Lab,1,C+,2.33,2.61,2.84,0
24,Spring 2017,EE227,Digital Logic Design,3,B,3,2.61,2.84,0
24,Spring 2017,SS111,Islamic and Religious Studies,3,B-,2.67,2.61,2.84,0
25,Fall 2016,CS118,Programming Fundamentals,3,F,0,2.02,2.02,0
25,Fall 2016,SL101,English Language Lab,1,B+,3.33,2.02,2.02,0
25,Fall 2016,CL118,Programming Fundamentals - Lab,1,D,1,2.02,2.02,0
25,Fall 2016,MT104,Linear Algebra,3,C-,1.67,2.02,2.02,0
25,Fall 2016,EE182,Basic Electronics,3,B-,2.67,2.02,2.02,0
25,Fall 2016,SS101,English Language,3,C+,2.33,2.02,2.02,0
25,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.02,2.02,0
25,Fall 2017,CS201,Data Structures,3,F,0,1.46,2.16,0
25,Spring 2017,SS122,English Composition,3,B+,3.33,2.41,2.48,0
25,Spring 2017,CL118,Programming Fundamentals - Lab,1,D,1,2.41,2.48,0
25,Spring 2017,MT224,Differential Equations (Cal II),3,C,2,2.41,2.48,0
25,Spring 2017,SS113,Pakistan Studies,3,C+,2.33,2.41,2.48,0
25,Spring 2017,CS118,Programming Fundamentals,3,C,2,2.41,2.48,0
25,Spring 2017,EE227,Digital Logic Design,3,B,3,2.41,2.48,0
25,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.41,2.48,0
26,Fall 2016,MT104,Linear Algebra,3,B-,2.67,2.43,2.43,0
26,Fall 2016,EE182,Basic Electronics,3,B-,2.67,2.43,2.43,0
26,Fall 2016,SL101,English Language Lab,1,B+,3.33,2.43,2.43,0
26,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.43,2.43,0
26,Fall 2016,CS118,Programming Fundamentals,3,F,0,2.43,2.43,0
26,Fall 2016,SS101,English Language,3,A-,3.67,2.43,2.43,0
26,Fall 2016,CL118,Programming Fundamentals - Lab,1,D,1,2.43,2.43,0
26,Fall 2017,CS201,Data Structures,3,C+,2.33,2.5,2.56,0
26,Spring 2017,MT224,Differential Equations (Cal II),3,C+,2.33,2.29,2.65,0
26,Spring 2017,CS118,Programming Fundamentals,3,B-,2.67,2.29,2.65,0
26,Spring 2017,SS111,Islamic and Religious Studies,3,B-,2.67,2.29,2.65,0
26,Spring 2017,EE227,Digital Logic Design,3,C,2,2.29,2.65,0
26,Spring 2017,SS122,English Composition,3,C,2,2.29,2.65,0
26,Spring 2017,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.29,2.65,0
26,Spring 2017,EL227,Digital Logic Design - Lab,1,D+,1.33,2.29,2.65,0
27,Fall 2016,EE182,Basic Electronics,3,C-,1.67,1.77,1.77,0
27,Fall 2016,MT104,Linear Algebra,3,C-,1.67,1.77,1.77,0
27,Fall 2016,CL118,Programming Fundamentals - Lab,1,F,0,1.77,1.77,0
